license_id,brand_name,ingredient,drugbank_id,potential_indication,source
EMEA/H/C/003981,Duloxetine Viatris (previously Duloxetine Mylan),DULOXETINE,DB00476,fibromyalgia,TxGNN Knowledge Graph
EMEA/H/C/003981,Duloxetine Viatris (previously Duloxetine Mylan),DULOXETINE,DB00476,major depressive disorder,TxGNN Knowledge Graph
EMEA/H/C/003981,Duloxetine Viatris (previously Duloxetine Mylan),DULOXETINE,DB00476,unipolar depression,TxGNN Knowledge Graph
EMEA/H/C/000942,Nplate,ROMIPLOSTIM,DB05332,aplastic anemia,TxGNN Knowledge Graph
EMEA/H/C/000942,Nplate,ROMIPLOSTIM,DB05332,autoimmune thrombocytopenic,TxGNN Knowledge Graph
EMEA/H/C/000942,Nplate,ROMIPLOSTIM,DB05332,idiopathic aplastic anemia,TxGNN Knowledge Graph
EMEA/H/C/004076,Bortezomib Sun,BORTEZOMIB,DB00188,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/004076,Bortezomib Sun,BORTEZOMIB,DB00188,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/005406,Okedi,RISPERIDONE,DB00734,bipolar disorder,TxGNN Knowledge Graph
EMEA/H/C/005406,Okedi,RISPERIDONE,DB00734,autism susceptibility 1,TxGNN Knowledge Graph
EMEA/H/C/005406,Okedi,RISPERIDONE,DB00734,autism spectrum disorder,TxGNN Knowledge Graph
EMEA/H/C/005406,Okedi,RISPERIDONE,DB00734,manic bipolar affective disorder,TxGNN Knowledge Graph
EMEA/H/C/005406,Okedi,RISPERIDONE,DB00734,autism (disease),TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,mevalonic aciduria,TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,gout,TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,juvenile idiopathic arthritis,TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,autosomal dominant familial periodic fever,TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,systemic-onset juvenile idiopathic arthritis,TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,mevalonate kinase deficiency,TxGNN Knowledge Graph
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,cryopyrin-associated periodic syndrome,TxGNN Knowledge Graph
EMEA/H/C/000734,Mycamine,MICAFUNGIN,DB01141,candidemia,TxGNN Knowledge Graph
EMEA/H/C/002400,Adasuve,LOXAPINE,DB00408,major affective disorder,TxGNN Knowledge Graph
EMEA/H/C/000481,Humira,ADALIMUMAB,DB00051,non-infectious uveitis,TxGNN Knowledge Graph
EMEA/H/C/002015,Benlysta,BELIMUMAB,DB08879,pediatric systemic lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/002015,Benlysta,BELIMUMAB,DB08879,systemic lupus erythematosus (disease),TxGNN Knowledge Graph
EMEA/H/C/003903,Rixathon,RITUXIMAB,DB00073,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/003903,Rixathon,RITUXIMAB,DB00073,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/003903,Rixathon,RITUXIMAB,DB00073,Richter syndrome,TxGNN Knowledge Graph
EMEA/H/C/003903,Rixathon,RITUXIMAB,DB00073,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003903,Rixathon,RITUXIMAB,DB00073,Langerhans cell histiocytosis,TxGNN Knowledge Graph
EMEA/H/C/004871,Evrenzo,ROXADUSTAT,DB04847,refractory anemia,TxGNN Knowledge Graph
EMEA/H/C/000209,Micardis,TELMISARTAN,DB00966,hypertensive disorder,TxGNN Knowledge Graph
EMEA/H/C/000209,Micardis,TELMISARTAN,DB00966,cerebrovascular disorder,TxGNN Knowledge Graph
EMEA/H/C/000209,Micardis,TELMISARTAN,DB00966,obsolete susceptibility to ischemic stroke,TxGNN Knowledge Graph
EMEA/H/C/000209,Micardis,TELMISARTAN,DB00966,cerebral infarction,TxGNN Knowledge Graph
EMEA/H/C/000209,Micardis,TELMISARTAN,DB00966,stroke disorder,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,allergic asthma,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,Crohn disease,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,intrinsic asthma,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,Crohn's colitis,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,inflammatory bowel disease,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,asthma,TxGNN Knowledge Graph
EMEA/H/C/005311,Riltrava Aerosphere,BUDESONIDE,DB01222,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/004723,Blitzima,RITUXIMAB,DB00073,rheumatoid arthritis,TxGNN Knowledge Graph
EMEA/H/C/005299,Calquence,ACALABRUTINIB,DB11703,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/005299,Calquence,ACALABRUTINIB,DB11703,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/000202,Viagra,SILDENAFIL,DB00203,pulmonary arterial hypertension,TxGNN Knowledge Graph
EMEA/H/C/002294,Vyndaqel,TAFAMIDIS,DB11644,AH amyloidosis,TxGNN Knowledge Graph
EMEA/H/C/002294,Vyndaqel,TAFAMIDIS,DB11644,amyloidosis (disease),TxGNN Knowledge Graph
EMEA/H/C/002294,Vyndaqel,TAFAMIDIS,DB11644,ATTRV122I amyloidosis,TxGNN Knowledge Graph
EMEA/H/C/000273,Rapamune,SIROLIMUS,DB00877,nonpapillary renal cell carcinoma,TxGNN Knowledge Graph
EMEA/H/C/000273,Rapamune,SIROLIMUS,DB00877,renal cell carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/000273,Rapamune,SIROLIMUS,DB00877,clear cell renal carcinoma,TxGNN Knowledge Graph
EMEA/H/C/000273,Rapamune,SIROLIMUS,DB00877,renal cell adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/004204,Mylotarg,GEMTUZUMAB OZOGAMICIN,DB00056,acute myeloblastic leukemia without maturation,TxGNN Knowledge Graph
EMEA/H/C/004204,Mylotarg,GEMTUZUMAB OZOGAMICIN,DB00056,acute myeloblastic leukemia with maturation,TxGNN Knowledge Graph
EMEA/H/C/004406,Hemlibra,EMICIZUMAB,DB13923,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/004406,Hemlibra,EMICIZUMAB,DB13923,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/000132,Tasmar,TOLCAPONE,DB00323,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/004049,Tenofovir disoproxil Viatris (previously Tenofovir disoproxil Mylan),TENOFOVIR DISOPROXIL,DB00300,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000788,Ecalta,ANIDULAFUNGIN,DB00362,candidemia,TxGNN Knowledge Graph
EMEA/H/C/003754,Laventair Ellipta (previously Laventair),VILANTEROL,DB09082,bronchitis,TxGNN Knowledge Graph
EMEA/H/C/003754,Laventair Ellipta (previously Laventair),VILANTEROL,DB09082,chronic obstructive pulmonary disease,TxGNN Knowledge Graph
EMEA/H/C/003754,Laventair Ellipta (previously Laventair),VILANTEROL,DB09082,allergic asthma,TxGNN Knowledge Graph
EMEA/H/C/003754,Laventair Ellipta (previously Laventair),VILANTEROL,DB09082,intrinsic asthma,TxGNN Knowledge Graph
EMEA/H/C/003754,Laventair Ellipta (previously Laventair),VILANTEROL,DB09082,pulmonary emphysema,TxGNN Knowledge Graph
EMEA/H/C/003754,Laventair Ellipta (previously Laventair),VILANTEROL,DB09082,asthma,TxGNN Knowledge Graph
EMEA/H/C/003834,Raxone,IDEBENONE,DB09081,Leber hereditary optic neuropathy,TxGNN Knowledge Graph
EMEA/H/C/004586,Exparel liposomal,BUPIVACAINE,DB00297,dermatitis,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,beta-thalassemia intermedia,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,beta-thalassemia HBB/LCRB,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,hemosiderosis,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,beta-thalassemia and related diseases,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,dominant beta-thalassemia,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,beta thalassemia,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,hemoglobinopathy,TxGNN Knowledge Graph
EMEA/H/C/000236,Ferriprox,DEFERIPRONE,DB08826,hereditary persistence of fetal hemoglobin,TxGNN Knowledge Graph
EMEA/H/C/004061,Chenodeoxycholic acid Leadiant (previously Chenodeoxycholic acid sigma-tau),CHENODEOXYCHOLIC ACID,DB06777,cholelithiasis,TxGNN Knowledge Graph
EMEA/H/C/004061,Chenodeoxycholic acid Leadiant (previously Chenodeoxycholic acid sigma-tau),CHENODEOXYCHOLIC ACID,DB06777,cholecystolithiasis,TxGNN Knowledge Graph
EMEA/H/C/004061,Chenodeoxycholic acid Leadiant (previously Chenodeoxycholic acid sigma-tau),CHENODEOXYCHOLIC ACID,DB06777,choledocholithiasis,TxGNN Knowledge Graph
EMEA/H/C/000326,Targretin,BEXAROTENE,DB00307,primary cutaneous T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/000326,Targretin,BEXAROTENE,DB00307,primary cutaneous T-cell non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/002788,Jinarc,TOLVAPTAN,DB06212,nephrogenic syndrome of inappropriate antidiuresis,TxGNN Knowledge Graph
EMEA/H/C/000988,Zebinix,ESLICARBAZEPINE ACETATE,DB09119,partial epilepsy,TxGNN Knowledge Graph
EMEA/H/C/000988,Zebinix,ESLICARBAZEPINE ACETATE,DB09119,partial motor epilepsy,TxGNN Knowledge Graph
EMEA/H/C/002325,Docetaxel Kabi,DOCETAXEL,DB01248,gastric neoplasm,TxGNN Knowledge Graph
EMEA/H/C/002325,Docetaxel Kabi,DOCETAXEL,DB01248,breast neoplasm,TxGNN Knowledge Graph
EMEA/H/C/002325,Docetaxel Kabi,DOCETAXEL,DB01248,upper aerodigestive tract neoplasm,TxGNN Knowledge Graph
EMEA/H/C/002325,Docetaxel Kabi,DOCETAXEL,DB01248,gastric linitis plastica,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,skin disease,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,anogenital human papillomavirus infection,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,epidermodysplasia verruciformis,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,actinic cheilitis,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,common wart,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,superficial multifocal basal cell carcinoma,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,keratoacanthoma,TxGNN Knowledge Graph
EMEA/H/C/002387,Zyclara,IMIQUIMOD,DB00724,melanoacanthoma,TxGNN Knowledge Graph
EMEA/H/C/000179,Aldara,IMIQUIMOD,DB00724,actinic keratosis (disease),TxGNN Knowledge Graph
EMEA/H/C/000179,Aldara,IMIQUIMOD,DB00724,inverted follicular keratosis,TxGNN Knowledge Graph
EMEA/H/C/000179,Aldara,IMIQUIMOD,DB00724,seborrheic keratosis,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,localized pagetoid reticulosis,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,Langerhans cell histiocytosis,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,"leukemia, lymphocytic, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,Burkitt lymphoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,lung neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,juvenile arthritis due to defect in LACC1,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,mycosis fungoides and variants,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,bone osteosarcoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,mantle cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,female breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,precursor T-cell acute lymphoblastic leukemia,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,upper aerodigestive tract neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,spondyloarthropathy,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,acute lymphoblastic leukemia (disease),TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,gestational trophoblastic neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,"lymphoma, non-Hodgkin, familial",TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,primary cutaneous T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,granulomatous slack skin disease,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,lung cancer,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,folliculotropic mycosis fungoides,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,lymphoma,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,juvenile idiopathic arthritis,TxGNN Knowledge Graph
EMEA/H/C/003983,Nordimet,METHOTREXATE,DB00563,head and neck cancer,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,malignant dysgerminomatous germ cell tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,malignant germ cell tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,ovarian adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,primary non-gestational choriocarcinoma of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,ovarian endometrioid adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,maligant granulosa cell tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,malignant sex cord stromal tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,borderline epithelial tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,malignant Sertoli-Leydig cell tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,ovarian clear cell adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,yolk sac tumor,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,immature ovarian teratoma,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,"theca steroid-producing cell malignant tumor of ovary, not further specified",TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,ovarian mucinous adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,ovarian small cell carcinoma,TxGNN Knowledge Graph
EMEA/H/C/006433,Trabectedin Accord,TRABECTEDIN,DB05109,malignant non-dysgerminomatous germ cell tumor of ovary,TxGNN Knowledge Graph
EMEA/H/C/006396,Tepezza,TEPROTUMUMAB,DB06343,endocrine exophthalmos,TxGNN Knowledge Graph
EMEA/H/C/002362,Capecitabine Teva,CAPECITABINE,DB01101,metastasis from malignant tumor of colon,TxGNN Knowledge Graph
EMEA/H/C/002362,Capecitabine Teva,CAPECITABINE,DB01101,diffuse gastric adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/002362,Capecitabine Teva,CAPECITABINE,DB01101,gastric carcinoma,TxGNN Knowledge Graph
EMEA/H/C/002362,Capecitabine Teva,CAPECITABINE,DB01101,gastric neoplasm,TxGNN Knowledge Graph
EMEA/H/C/002362,Capecitabine Teva,CAPECITABINE,DB01101,gastric linitis plastica,TxGNN Knowledge Graph
EMEA/H/C/003904,Evotaz,ATAZANAVIR,DB01072,AIDS,TxGNN Knowledge Graph
EMEA/H/C/006224,Ituxredi,RITUXIMAB,DB00073,non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/006224,Ituxredi,RITUXIMAB,DB00073,lymphoma,TxGNN Knowledge Graph
EMEA/H/C/006224,Ituxredi,RITUXIMAB,DB00073,mantle cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/006224,Ituxredi,RITUXIMAB,DB00073,"lymphoma, non-Hodgkin, familial",TxGNN Knowledge Graph
EMEA/H/C/005896,Hyftor,SIROLIMUS,DB00877,lymphangioleiomyomatosis,TxGNN Knowledge Graph
EMEA/H/C/006044,Neoatricon,DOPAMINE,DB00988,hypotensive disorder,TxGNN Knowledge Graph
EMEA/H/C/002573,Stivarga,REGORAFENIB,DB08896,metastasis from malignant tumor of colon,TxGNN Knowledge Graph
EMEA/H/C/000770,Avamys,FLUTICASONE FUROATE,DB08906,allergic asthma,TxGNN Knowledge Graph
EMEA/H/C/000770,Avamys,FLUTICASONE FUROATE,DB08906,intrinsic asthma,TxGNN Knowledge Graph
EMEA/H/C/000770,Avamys,FLUTICASONE FUROATE,DB08906,asthma,TxGNN Knowledge Graph
EMEA/H/C/002498,Tresiba,INSULIN DEGLUDEC,DB09564,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/002498,Tresiba,INSULIN DEGLUDEC,DB09564,diabetic ketoacidosis,TxGNN Knowledge Graph
EMEA/H/C/004647,Zessly,INFLIXIMAB,DB00065,psoriatic arthritis,TxGNN Knowledge Graph
EMEA/H/C/004647,Zessly,INFLIXIMAB,DB00065,ulcerative colitis (disease),TxGNN Knowledge Graph
EMEA/H/C/004647,Zessly,INFLIXIMAB,DB00065,ankylosing spondylitis,TxGNN Knowledge Graph
EMEA/H/C/002549,Tolucombi,TELMISARTAN,DB00966,hypertension,TxGNN Knowledge Graph
EMEA/H/C/002549,Tolucombi,HYDROCHLOROTHIAZIDE,DB00999,hypertension,TxGNN Knowledge Graph
EMEA/H/C/004646,Lorviqua,LORLATINIB,DB12130,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,primary peritoneal carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,primary peritoneal serous/papillary carcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,ovarian adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,primary non-gestational choriocarcinoma of ovary,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,ovarian endometrioid adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,ovarian clear cell adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,ovarian mucinous adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,ovarian small cell carcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,fallopian tube carcinoma,TxGNN Knowledge Graph
EMEA/H/C/004441,Pazenir,PACLITAXEL,DB01229,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/000610,Noxafil,POSACONAZOLE,DB01263,chromomycosis,TxGNN Knowledge Graph
EMEA/H/C/000610,Noxafil,POSACONAZOLE,DB01263,black piedra,TxGNN Knowledge Graph
EMEA/H/C/000610,Noxafil,POSACONAZOLE,DB01263,sporotrichosis,TxGNN Knowledge Graph
EMEA/H/C/000610,Noxafil,POSACONAZOLE,DB01263,white piedra,TxGNN Knowledge Graph
EMEA/H/C/000610,Noxafil,POSACONAZOLE,DB01263,histoplasmosis,TxGNN Knowledge Graph
EMEA/H/C/000242,Zeffix,LAMIVUDINE,DB00709,HIV infectious disease,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,parkinsonian disorder,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,postencephalitic Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),CARBIDOPA,DB00190,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/002785,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),ENTACAPONE,DB00494,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/004030,Nerlynx,NERATINIB,DB11828,HER2 positive breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/000701,Orencia,ABATACEPT,DB01281,spondyloarthropathy,TxGNN Knowledge Graph
EMEA/H/C/000701,Orencia,ABATACEPT,DB01281,juvenile idiopathic arthritis,TxGNN Knowledge Graph
EMEA/H/C/000701,Orencia,ABATACEPT,DB01281,juvenile arthritis due to defect in LACC1,TxGNN Knowledge Graph
EMEA/H/C/000593,Xyrem,SODIUM OXYBATE,DB09072,Balo concentric sclerosis,TxGNN Knowledge Graph
EMEA/H/C/000593,Xyrem,SODIUM OXYBATE,DB09072,central nervous system disease,TxGNN Knowledge Graph
EMEA/H/C/000593,Xyrem,SODIUM OXYBATE,DB09072,X-linked adrenoleukodystrophy,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,restless legs syndrome,TxGNN Knowledge Graph
